New Name,Feature_Description,Date,MapInfo,Province,FeatureSubTypeID,Previous_Name,MagisterialDistrictID,ProvinceID,fklLanguageID,Disteral,Local Municipality,Sound,District Municipality,fklLocalMunic,Comments,Meaning,Language
Dipompong,Post Office,2000-09-07 00:00:00,60 km W of Pretoria,Gauteng,73.0,,416.0,3.0,8.0,,Tshwane Metro,,Tshwane Metro,TSH,,test1,
Ditenteng,Post Office,2001-08-14 00:00:00,35 km NW of Polokwane,Limpopo,73.0,,346.0,7.0,4.0,DC35,Polokwane,,Capricorn,NP354,,,
Dithabaneng,Post Office,2000-09-07 00:00:00,57 km S of Polokwane,Limpopo,73.0,,347.0,7.0,4.0,DC35,Lepele-Nkumpi,,Capricorn,NP355,,,
Dithakong,Post Office,2000-03-14 00:00:00,8 km E of Mafikeng,North West,73.0,,406.0,8.0,8.0,DC38,Mafikeng,,"Ngaka Modiri Molema
",NW383,,,
Dithote,Post Office,2001-08-14 00:00:00,70 km NW of Polokwane,Limpopo,73.0,,346.0,7.0,4.0,DC35,Aganang,,Capricorn,NP352,,,
Ditlhagane,Village,2004-05-28 00:00:00,,Mpumalanga,106.0,Paayzypan,,5.0,16.0,DC31,Dr JS Moroka,,Nkangala,MP316,Paayzypan,,
Ditlhokwe,Village,2009-09-18 00:00:00,,Mpumalanga,,Ga-Maria,,,,,Dr J S Moroka,,Nkangala,,Change of Name,,
Ditshoka,Village,2001-08-14 00:00:00,Suburb of Gopane,North West,106.0,,406.0,8.0,8.0,DC38,Ramotshere Moiloa,,"Ngaka Modiri Molema
",NW385,,,
Donelly,Post Office,2001-04-09 00:00:00,20 km NW of Port Elizabeth,Eastern Cape,73.0,,83.0,1.0,2.0,,Nelson Mandela Bay,,Nelson Mandela Bay,NMA,,,
Dutywa,Town,2006-07-27 00:00:00,Town Lat: 32° 05' Long: 28° 18' Station Lat: 32°,Eastern Cape,111.0,,98.0,1.0,10.0,DC12,Mbhashe,,Amathole,EC121,,,
Dutywa,Railway,2006-07-27 00:00:00,Town Lat: 32° 05' Long: 28° 18' Station Lat: 32°,Eastern Cape,78.0,,98.0,1.0,10.0,DC12,Mbhashe,,Amathole,EC121,,,
Dzanani,Township,2006-07-27 00:00:00,,Limpopo,130.0,,354.0,7.0,9.0,DC34,Makhado,,Vhembe,NP344,,,
Dzingahe,Post Office,2001-10-29 00:00:00,12 km NE of Sibasa,Limpopo,73.0,,354.0,7.0,9.0,DC34,Thulamela,,Vhembe,NP343,,,
Early Dawn,Town,2006-07-27 00:00:00,"2,5 km SE of the Mogale CBD and adjacent to and No",North West,111.0,,284.0,8.0,2.0,DC38,Ditsobotla,,Ngaka Modiri Molema,NW384,,,
Ebuhleni,Settlement,2009-09-18 00:00:00,,Mpumalanga,,Mooiplaas,,,,,Chief Albert Luthuli,,Gert Sibande,,Change of Name,,
EKramnyiba,Post Office,2001-10-29 00:00:00,10 km NNW of King William’s Town,Eastern Cape,73.0,,63.0,1.0,10.0,DC12,Amahlathi,,Buffalo City,EC124,,,
Ekulindeni,Settlement,2006-03-04 00:00:00,± 20 km S of Badplaas,Mpumalanga,105.0,,,5.0,11.0,DC30,Albert Luthuli,,Gert Sibande,MP301,,,
EKuvukeni,Post Office,2001-10-29 00:00:00,26 km S of Wasbank,KwaZulu-Natal,73.0,,226.0,4.0,11.0,DC23,Indaka,,Uthukela,KZ233,,,
ELalini,Post Office,2000-03-14 00:00:00,26 km E of Tsolo,Eastern Cape,73.0,,110.0,1.0,10.0,DC15,Mhlontlo,,O.R.Tambo,EC156,,,
Elandsdoorn,Post Office,2000-03-14 00:00:00,27 km W of Groblersdal,Mpumalanga,73.0,,311.0,5.0,1.0,DC31,Thembisile,,Nkangala,MP315,,,
eMalahleni,Town,2006-03-03 00:00:00,Witbank CBD,Mpumalanga,111.0,,,,11.0,,Emalahleni Local Municipality,,Nkangala,,,,
EmaNtlaneni,Post Office,2001-04-09 00:00:00,Approved name for a town (now also allocated to a post office 34 km NE of Lusikisiki),Eastern Cape,73.0,,101.0,1.0,10.0,DC15,Qaukeni,,"O.R.Tambo
",EC153,,,
eManzana,Town ,2009-09-18 00:00:00,,Mpumalanga,,Badplaas,,,,,Chief Albert Luthuli,,Gert Sibande,,Change of Name,,
EMatyengqina,Post Office,2001-10-29 00:00:00,6 km SW of Viedgesville,Eastern Cape,73.0,,115.0,1.0,10.0,DC15,King Sabata Dalindyebo,,O.R.Tambo,EC157,,,
Embhojeni,Settlement,2003-05-15 00:00:00,25 km SSE of Kaapmuiden (Formerly Jeppe’s Reef),Mpumalanga,105.0,Jeppe’s Reef,318.0,5.0,6.0,DC32,Nkomazi,,Ehlanzeni,MP324,Jeppe’s Reef,,
EMgulatshani,Post Office,2000-09-07 00:00:00,60 km SW of Piet Retief,KwaZulu-Natal,73.0,,298.0,4.0,11.0,DC26,UPhongolo,,Zululand,KZ262,,,
eMhlanganweni,River (not specified),2006-06-30 00:00:00,46 km E of Pongola,KwaZulu-Natal,119.0,Mhlanganisi,,4.0,11.0,DC26,UPhongolo,,Zululand,KZ262,Mhlanganisi,,
Emjejane,Settlement,2005-02-25 00:00:00,18 km W of Malelane.,Mpumalanga,105.0,,,5.0,6.0,DC32,Nkomazi,,Ehlanzeni,MP324,,,
eMlalazi,Village,2009-09-18 00:00:00,,KwaZulu-Natal,,Mlalaas,,,,,Umlalazi,,King Cetswayo,,correction of spelling,,
Emoyeni,Township,2001-04-08 00:00:00,,Mpumalanga,130.0,,314.0,5.0,17.0,DC32,Mbombela,,Ehlanzeni,MP322,,,
eMpumelelweni,Suburb,2009-09-18 00:00:00,,Mpumalanga,,Nootgedacht,,,,,EMalahleni,,Nkangala,,Change of Name,,
eMvelazitha,Settlement,2007-03-16 00:00:00,21 km N W of Pongola Town,KwaZulu-Natal,105.0,Mvelazitha,,4.0,11.0,DC26,UPhongolo,,Zululand,KZ262,Mvelazitha,,
EMxumbu,Post Office,2001-10-29 00:00:00,10 km SE of Middledrift,Eastern Cape,73.0,,91.0,1.0,10.0,DC12,Nkonkobe,,Amathole,EC127,,,
Enable,Post Office,2001-08-14 00:00:00,72 km E of Tzaneen,Limpopo,73.0,,350.0,7.0,2.0,DC33,Maruleng,,Mopani,NP335,,,
eNdalini,Settlement,2007-03-16 00:00:00,22 km NW of Pongola Town,KwaZulu-Natal,105.0,Ndalini,,4.0,11.0,DC26,UPhongolo,,Zululand,KZ262,Ndalini,,
eNdlayangubo,Village,2009-09-18 00:00:00,,KwaZulu-Natal,,Dlangubo,,,,,Umlalazi,,King Cetswayo,,correction of spelling,,
eNseleni,Settlement,2009-09-18 00:00:00,,KwaZulu-Natal,,Nseleni,,,,,Umhlathuze,,King Cetswayo,,correction of spelling,,
Enselsrust,Post Office,2001-04-08 00:00:00,45 km NW of Sannieshof,North West,73.0,,370.0,8.0,1.0,DC38,Mafikeng,,"Ngaka Modiri Molema
",NW383,,,
ENtumbane,Post Office,2000-09-07 00:00:00,60 km S of Piet Retief,KwaZulu-Natal,73.0,,298.0,4.0,11.0,DC26,UPhongolo,,Zululand,KZ262,,,
ENyandana,Post Office,2001-10-29 00:00:00,30 km SSW of Cofimvaba,Eastern Cape,73.0,,60.0,1.0,10.0,DC12,Amahlathi,,Amathole,EC124,,,
ENyokeni,Post Office,2000-03-14 00:00:00,34 km SE of Jozini,KwaZulu-Natal,73.0,,238.0,4.0,16.0,DC27,Jozini,,Umkhanyakude,KZ272,,,
EPulangweni,Post Office,2000-03-14 00:00:00,8 km E of Mapumulo,KwaZulu-Natal,73.0,,243.0,4.0,16.0,DC29,Maphumulo,,iLembe,KZ294,,,
EQhitsi,Post Office,2001-10-29 00:00:00,25 km SW of Engcobo,Eastern Cape,73.0,,96.0,1.0,10.0,DC13,Intsika Yethu,,Chris Hani,EC135,,,
Esaurinca,Settlement,2002-05-01 00:00:00,145 km SW of Musina,Limpopo,105.0,,344.0,7.0,16.0,DC35,Blouberg,,Capricorn,NP351,,,
Esibayeni,Settlement,2005-02-25 00:00:00,56 km E of Malelane,Mpumalanga,105.0,,,5.0,6.0,DC32,Nkomazi,,Ehlanzeni,MP324,,,
eSidakeni,Settlement,2007-03-16 00:00:00,22 km NW of Pongola Town,KwaZulu-Natal,105.0,Sidakeni,,4.0,11.0,DC26,UPhongolo,,Zululand,KZ262,Sidakeni,,
eSikhaleni,Township,2009-09-18 00:00:00,,KwaZulu-Natal,,Eslkhawini,,,,,Umhlathuze,,King Cetswayo,,correction of spelling,,
eSilobela,Township,2006-03-03 00:00:00,1 km W of Carolina,Mpumalanga,130.0,,,,11.0,,Chief Albert Luthuli Local Municipality,,Gert Sibande,,,,
eSivule,Village,2006-06-30 00:00:00,"24 km NW of Pongola , 2731AD",KwaZulu-Natal,106.0,Sivule,,4.0,11.0,DC26,UPhongolo,,Zululand,KZ262,Sivule,,
ESizakancane,Post Office,2000-03-14 00:00:00,25 km E of Newcastle,KwaZulu-Natal,73.0,,227.0,4.0,16.0,DC25,Newcastle,,Amajuba,KZ252,,,
Evergreen Lifestyle Estate,Town,2006-06-30 00:00:00,"20 km SE of Amsterdam, 2630DD",Mpumalanga,111.0,,,5.0,2.0,DC30,Mkhondo,,Gert Sibande,MP303,,,
Fadimehang,Post Office,2001-04-09 00:00:00,4 km WS of Botshabelo,Free State,73.0,,191.0,2.0,4.0,DC17,Mangaung,,Mangaung Metropolitan Municipality,FS172,,,
Fandani,Post Office,2001-08-14 00:00:00,6 km SW of Ha-Makuya,Limpopo,73.0,,354.0,7.0,9.0,DC34,Thulamela,,Vhembe,NP343,,,
Floris Dam,Dam,2000-05-31 00:00:00,,Western Cape,23.0,,27.0,9.0,16.0,DC2,Witzenberg,,Cape Winelands,WC022,,,
Folovhodwe,Post Office,2001-08-14 00:00:00,42 km N of Mutale,Limpopo,73.0,,354.0,7.0,9.0,DC34,Musina,,Vhembe,NP341,,,
Fontaine Du Champ,Settlement,2002-05-01 00:00:00,138 km SW of Musina,Limpopo,105.0,,344.0,7.0,14.0,DC35,Blouberg,,Capricorn,NP351,,,
Freedom Park,Township,2001-08-14 00:00:00,N of Rustenburg,North West,130.0,,266.0,8.0,2.0,DC37,Rustenburg,,Bojanala,NW373,,"""On the podium""",
Ga Lekalakala,Post Office,2001-08-14 00:00:00,6 km E of Galebelo,Limpopo,73.0,,345.0,7.0,4.0,DC36,Mogalakwena,,Waterberg,NP367,,,
Ga Taute,Post Office,2001-08-14 00:00:00,45 km SW of Taung,North West,73.0,,431.0,8.0,8.0,DC39,Greater Taung,,Waterberg,NW394,,,
Ga-Chokoe,Post Office,2001-10-29 00:00:00,43 km NW of Polokwane,Limpopo,73.0,,346.0,7.0,4.0,DC35,Polokwane,,Capricorn,NP354,,,
GaKobe,Settlement,2005-04-01 00:00:00,40 Km W of Senwabarwana,Eastern Cape,105.0,Blackhill,,1.0,4.0,DC13,Engcobo,,Chris Hani,EC137,Blackhill,,
Gamagara,Junction,2001-10-29 00:00:00,2 km S of Sishen station (Near Kathu),Northern Cape,118.0,,144.0,6.0,16.0,DC45,Gamagara,,John Taolo Gaetsewe,NC453,,,
Ga-Makgato,Township,2002-05-01 00:00:00,125 km SW of Musina,Limpopo,130.0,,328.0,7.0,4.0,DC35,Blouberg,,Capricorn,NP351,,,
Gamamadila,Post Office,2001-10-29 00:00:00,23 km NW of Polokwane,Limpopo,73.0,,346.0,7.0,4.0,DC35,Polokwane,,Capricorn,NP354,,,
GaMankgodi,Village,2005-04-01 00:00:00,±60km N of Senwabarwana,Limpopo,106.0,,,,,,Blouberg Local Municipality,,Capricorn,,,,
Gamashala,Post Office,2000-09-07 00:00:00,70 km W of Polokwane,Limpopo,73.0,,346.0,7.0,4.0,DC35,Aganang,,Capricorn,NP352,,,
Gamatlapa,Post Office,2000-09-07 00:00:00,43 km W of Polokwane,Limpopo,73.0,,346.0,7.0,4.0,DC35,Aganang,,Capricorn,NP352,,,
Gambukati,River (not specified),2006-06-30 00:00:00,"15 km West of Barberton, 2530DD",Mpumalanga,119.0,Gambukazi,,5.0,6.0,DC32,City of Mbombela Local Municipality,,Ehlanzeni,MP323,Gambukazi,,
GaMmakola,Settlement,2003-05-15 00:00:00,5 km SW of Siyabuswa (Formerly Mmakola),Mpumalanga,105.0,Mmakola,320.0,5.0,4.0,DC31,Dr JS Moroka,,Nkangala,MP316,Mmakola,,
Ga-Mmamadi,Settlement,2002-05-01 00:00:00,136 km SW of Musina,Limpopo,105.0,,329.0,7.0,4.0,DC35,Blouberg,,Capricorn,NP351,,,
Ga-Mmotla,Post Office,2001-10-29 00:00:00,26 km W from Temba Post Office,North West,73.0,,446.0,8.0,8.0,DC37,Moretele,,Bojanala,NW371,,,
Ga-Mocheko,Post Office,2001-08-14 00:00:00,3 km E of Rantebeng RPA,North West,73.0,,446.0,8.0,8.0,DC37,Moretele,,Bojanala,NW371,,,
Ga-Mohokoni,Post Office,2001-08-14 00:00:00,45 km E of Duiwelskloof,Limpopo,73.0,,342.0,7.0,4.0,DC33,Greater Letaba,,Mopani,NP332,,,
Ga-Motlatla,Post Office,2000-03-14 00:00:00,47 km S of Ventersdorp,North West,73.0,,257.0,8.0,8.0,DC38,Ditsobotla,,Ngaka Modiri Molema,NW384,,,
Ga-Nala,Settlement,2006-03-03 00:00:00,±55 km S,Mpumalanga,105.0,,,5.0,11.0,DC30,Govan Mbeki,,Gert Sibande,MP307,,,
Ga-Phago,Post Office,2001-08-14 00:00:00,44 km NW of Polokwane,Limpopo,73.0,,346.0,7.0,4.0,DC35,Molemole Local Municipalit,,Capricorn,NP352,,,
Ga-Phamohlaka,Village,2009-09-18 00:00:00,,Mpumalanga,,Vaschfontein,,,,,Dr J S Moroka,,Nkangala,,Change of Name,,
GaPhasha,Post Office,2000-03-14 00:00:00,40 km N of Pretoria,North West,73.0,,416.0,8.0,4.0,DC37,Madibeng,,Bojanala,NW372,,,
Ga-Pheeha,Post Office,2001-08-14 00:00:00,91 km NE of Polokwane,Limpopo,73.0,,343.0,7.0,4.0,,Greater Tubatse,,Sekhukhune,NP03a6,,,
GaRakgoatha,Post Office,2000-03-14 00:00:00,60 km S of Polokwane,Limpopo,73.0,,345.0,7.0,4.0,DC35,Lepele-Nkumpi,,Capricorn,NP355,,,
Garaphukula,Post Office,2002-05-01 00:00:00,100 km N of Polokwane,Limpopo,73.0,,344.0,7.0,4.0,DC35,Blouberg,,Capricorn,NP351,,,
Ga-Seane,Settlement,2001-08-14 00:00:00,near Gopane,North West,105.0,,406.0,8.0,8.0,DC38,Ramotshere Moiloa,,Ngaka Modiri Molema,NW385,,,
Ga-Seapole,Post Office,2001-08-14 00:00:00,48 km NE of Duiwelskloof,Limpopo,73.0,,342.0,7.0,4.0,DC33,Greater Letaba Local Municipality,,Mopani,NP331,,,
Gateway,Town,2000-09-22 00:00:00,4 km W of Nelspruit,Mpumalanga,111.0,,,5.0,2.0,DC32,Mbombela,,Ehlanzeni,MP322,,,
Glaudina,Post Office,2001-08-14 00:00:00,50 km E of Schweizer-Reneke,North West,73.0,,259.0,8.0,16.0,DC39,Mamusa,,Dr Ruth Segomotsi Mompati,NW393,,,
Goedgevonden,Settlement,2001-08-14 00:00:00,18 km NE of Ventersdorp,North West,105.0,,263.0,8.0,17.0,DC40,Ventersdorp,,Dr Kenneth Kaunda,NW401,,,
Gondeni,Settlement,2002-05-01 00:00:00,53 km NE of Thohoyandou,Limpopo,105.0,,354.0,7.0,9.0,DC34,Thulamela Local Municipality,,Vhembe,NP342,,,
Go-Nkwe,Settlement,2001-08-14 00:00:00,Suburb of Gopane,North West,105.0,,406.0,8.0,8.0,DC38,Ramotshere Moiloa,,Ngaka Modiri Molema,NW385,,,
Greenworld,Post Office,2001-04-09 00:00:00,± 25 km SW of Benoni,Mpumalanga,73.0,,305.0,5.0,2.0,DC30,Dipaleseng,,Gert Sibande,MP306,,,
Gunda,Settlement,2002-05-01 00:00:00,50 km NE of Thohoyandou,Limpopo,105.0,,354.0,7.0,9.0,DC34,Thulamela,,Vhembe,NP343,,,
Gundani,Settlement,2002-05-01 00:00:00,27 km N of Thohoyandou,Limpopo,105.0,,353.0,7.0,9.0,DC34,Thulamela,,Vhembe,NP342,,,
Gwaragwara,Post Office,2002-05-01 00:00:00,94 km SE of Polokwane,Limpopo,73.0,,347.0,7.0,4.0,DC36,Modimolle,,Waterberg,NP365,,,
Hala,Post Office,2000-09-22 00:00:00,30 km N of Alice,Eastern Cape,73.0,,,1.0,10.0,DC12,Buffalo City,,Buffalo City,EC125,,,
Hamatidza,Settlement,2002-05-01 00:00:00,60 km SE of Musina,Limpopo,105.0,,354.0,7.0,9.0,DC34,Makhado,,Vhembe,NP344,,,
Hammanskraal West,Town,2006-07-27 00:00:00,Lat: 28° 16' Long: 25° 25',Free State,111.0,,272.0,2.0,17.0,DC18,Buffalo City Metropolitan Municipality,,Buffalo City Metropolitan Municipality,FS182,,,
Highveld Park,Post Office,2001-04-08 00:00:00,2 km from Centurion City,Gauteng,73.0,,270.0,3.0,2.0,,Tshwane Metro,,Tshwane Metro,TSH,,test1,
Hlagatse,Post Office,2001-08-14 00:00:00,80 km S of Polokwane,Limpopo,73.0,,347.0,7.0,4.0,DC34,Musina,,Vhembe,NP341,,,
Hlaluko,Post Office,2001-08-14 00:00:00,6 km W of Malamulele,Limpopo,73.0,,335.0,7.0,7.0,DC34,Thulamela,,Vhembe,NP343,,,
Hlanganani,Village,2009-09-18 00:00:00,,Mpumalanga,,Alexandria,,,,,Bushbuckridge,,Ehlanzeni,,Change of Name,,
Hlengesha,Settlement,2003-05-15 00:00:00,31 km SE of Kaapmiuden (Formerly Schulzendal),Mpumalanga,105.0,Schulzendal,318.0,5.0,6.0,DC32,Nkomazi,,Ehlanzeni,MP324,Schulzendal,,
Hlogo-ya-Nku,Post Office,2000-03-14 00:00:00,81 km N of Mokopane,Limpopo,73.0,,345.0,7.0,4.0,DC36,Mogalakwena,,Waterberg,NP367,,,
IDududu,Post Office,2001-08-14 00:00:00,20 km W of Juno,Limpopo,73.0,,441.0,7.0,11.0,DC35,Blouberg,,Capricorn,NP351,,,
Imizamo Yethu,Post Office,2001-10-29 00:00:00,2 km N of Knysna,Western Cape,73.0,,20.0,9.0,10.0,DC4,Knysna Local Municipality,,Garden Route,WC048,,,
Ingugwane,River (not specified),2005-02-25 00:00:00,40 km W of Malelane,Mpumalanga,119.0,Ngugwane,,5.0,6.0,DC32,Nkomazi Local Municipality,,Ehlanzeni,MP324,Ngugwane,,
Ipelegeng,Post Office,2001-08-14 00:00:00,5 km W of Schweizer-Reneke,North West,73.0,,259.0,8.0,8.0,DC39,"Mamusa Local Municipality
",,"Dr Ruth Segomotsi Mompati
",NW393,,,
Irene Estate,Township,2001-10-29 00:00:00,±3 km E of Centurion CBD,Gauteng,130.0,,270.0,3.0,2.0,,Tshwane Metro,,Tshwane Metro,TSH,,test1,
Isisekelo,Town,2001-10-29 00:00:00,Within Thembisa residential area,Gauteng,111.0,,279.0,3.0,11.0,,Ekurhuleni Metropolitan Municipality,,Ekurhuleni Metropolitan Municipality,EKU,,,
Itireleng,Post Office,2000-09-07 00:00:00,29 km E of Soekmekaar,Limpopo,73.0,,343.0,7.0,8.0,DC33,Greater Letaba Local Municipality,,Mopani,NP332,,,
Itsani,Post Office,2001-08-14 00:00:00,11 km S of Thohoyandou,Limpopo,73.0,,354.0,7.0,9.0,DC34,"Thulamela Local Municipality
",,Vhembe,NP343,,,
Jambila,Mountain,2006-06-30 00:00:00,"12 km West of Barberton, 2530 DD",Mpumalanga,44.0,Jambile,,5.0,6.0,DC32,City of Mbombela Local Municipality,,Ehlanzeni,MP323,Jambile,,
Kadobi,Settlement,2005-02-25 00:00:00,89 km East of Malelane,Mpumalanga,105.0,Ka-madobi,,5.0,6.0,DC32,Collins Chabane Local Municipality,,Vhembe,MP324,Ka-madobi,,
Kalkbank,Post Office,2001-08-14 00:00:00,17 km E of Rantebeng,North West,73.0,,446.0,8.0,1.0,DC37,Moretele,,Bojanala,NW371,,,
Kalomantasha,Settlement,2005-02-25 00:00:00,80 km East of Malelane.,Mpumalanga,105.0,,,5.0,6.0,DC32,Nkomazi,,Ehlanzeni,MP324,,,
Kamachekeza,Settlement,2005-02-25 00:00:00,54 km E of Malelane,Mpumalanga,105.0,Naas,,5.0,6.0,DC32,Nkomazi,,Ehlanzeni,MP324,Naas,,
Kamakhatheni,Settlement,2005-02-25 00:00:00,91 km East of Malelane.,Mpumalanga,105.0,Kabhunya,,5.0,6.0,DC32,Nkomazi,,Ehlanzeni,MP324,Kabhunya,,
Kamasheshane,Settlement,2005-02-25 00:00:00,93 km East of Malelane,Mpumalanga,105.0,New-Village,,5.0,6.0,DC32,Nkomazi,,Ehlanzeni,MP324,New-Village,,
Kambambiso,Township,2003-05-15 00:00:00,35 km SE of Kaapmuiden (Formerly Mbambiso),Mpumalanga,130.0,Mbambiso,318.0,5.0,6.0,DC32,Nkomazi,,Ehlanzeni,MP324,Mbambiso,,
Kamdladla,Post Office,2000-03-14 00:00:00,36 km E of Malelane,Mpumalanga,73.0,,318.0,5.0,6.0,DC32,Nkomazi,,Ehlanzeni,MP324,,,
Karabo,Post Office,2001-08-14 00:00:00,80 km E of Tzaneen,Mpumalanga,73.0,,350.0,5.0,4.0,DC32,Bushbuckridge Local Municipality,,Ehlanzeni,MPDMA32,,,
Kasibhejane,Settlement,2005-02-25 00:00:00,53 km E of Malelane,Mpumalanga,105.0,,,5.0,6.0,DC32,Nkomazi,,Ehlanzeni,MP324,,,
Katjibane,Post Office,2000-09-07 00:00:00,38 km SE of Bela-Bela,Mpumalanga,73.0,,324.0,5.0,3.0,DC31,Dr JS Moroka,,Nkangala,MP316,,,
Kazibokwane,Settlement,2005-02-25 00:00:00,52 km E of Malelane.,Mpumalanga,105.0,,,5.0,6.0,DC32,Nkomazi,,Ehlanzeni,MP324,,,
Kelebogile,Post Office,2000-03-14 00:00:00,15 km W of Rosslyn,North West,73.0,,416.0,8.0,8.0,DC37,Madibeng,,Bojanala,NW372,,,
Kgamanyane,River (not specified),2006-06-30 00:00:00,40 km from Polokwane 15 km from Dendron,Limpopo,119.0,Viswaterrivier,,7.0,4.0,DC35,Molemole,,Capricorn,NP353,Viswaterrivier,,
Kgaphamadi,Post Office,2001-08-14 00:00:00,67 km E of Tzaneen,Limpopo,73.0,,350.0,7.0,8.0,DC33,Maruleng,,Mopani,NP335,,,
Kgoke,Post Office,2000-09-07 00:00:00,76 km W of Polokwane,Limpopo,73.0,,346.0,7.0,4.0,DC35,"Polokwane Local Municipality
",,Capricorn,NP352,,,
Kgokgole,Post Office,2001-04-08 00:00:00,30 km W of Ganyesa,North West,73.0,,377.0,8.0,8.0,DC39,Kagisano,,"Dr Ruth Segomotsi Mompati
",NW391,,,
Kgomo-Kgomo,Post Office,2001-08-14 00:00:00,14 km W of Makapanstad,North West,73.0,,446.0,8.0,8.0,DC37,Moretele,,Bojanala,NW371,,,
Kgopudi,Post Office,2001-08-14 00:00:00,60 km NW of Polokwane,Limpopo,73.0,,346.0,7.0,4.0,DC35,Aganang,,Capricorn,NP352,,,
Kgosing,Settlement,2001-08-14 00:00:00,Suburb of Gopane,North West,105.0,,406.0,8.0,8.0,DC38,Ramotshere Moiloa,,"Ngaka Modiri Molema
",NW385,,,
Khakhu,Settlement,2002-05-01 00:00:00,59 km SE of Musina,Limpopo,105.0,,354.0,7.0,9.0,DC34,"Thulamela Local Municipality
",,"Vhembe
",NP342,,,
Khambi,Post Office,2005-02-25 00:00:00,22 km W,Eastern Cape,73.0,Kambi,,1.0,10.0,DC15,King Sabata Dalindyebo,,"O.R.Tambo
",EC157,Kambi,,
Khambi,Beach,2005-02-25 00:00:00,22 km W,Eastern Cape,120.0,Kambi,,1.0,10.0,DC15,King Sabata Dalindyebo,,"O.R.Tambo
",EC157,Kambi,,
Khiwane,Beach,2005-02-25 00:00:00,42 km SW East London,Eastern Cape,120.0,Kiwane,,1.0,10.0,DC12,Buffalo City,,Buffalo City,EC125,Kiwane,,
Khiwane,Area,2005-02-25 00:00:00,42 km SW East London,Eastern Cape,7.0,Kiwane,,1.0,10.0,DC12,Buffalo City,,Buffalo City,EC125,Kiwane,,
Khoapa,Post Office,2001-08-14 00:00:00,12 km SW of Maluti,Eastern Cape,73.0,,102.0,1.0,4.0,DC44,Matatiele,,"Alfred Nzo
",EC05b3,,,
Khubusi,River (not specified),2005-02-25 00:00:00,2 km SW,Limpopo,119.0,Kubusie,,7.0,10.0,DC35,Molemole,,Capricorn,NP353,Kubusie,,
Khubusi,Village,2005-02-25 00:00:00,2 km SW,Eastern Cape,106.0,,,1.0,10.0,DC12,Amahlathi,,Amathole,EC124,,,
Khudu-tlou,Post Office,2001-08-14 00:00:00,60 km E of Taung,North West,73.0,,431.0,8.0,8.0,DC39,Greater Taung,,"Dr Ruth Segomotsi Mompati
",NW394,,,
Kinirha,Village,2005-07-01 00:00:00,In Mt Frere,Eastern Cape,106.0,Kinira,,1.0,10.0,DC44,Matatiele,,Alfred Nzo,EC05b3,Kinira,,
Kinirha,River (not specified),2005-07-01 00:00:00,In Mt Frere,Eastern Cape,119.0,Kinira,,1.0,10.0,DC44,Umzimvubu,,"Alfred Nzo
",EC05b2,Kinira,,
Klein Tshipise,Settlement,2002-05-01 00:00:00,53 km NE of Thohoyandou,Limpopo,105.0,,354.0,7.0,17.0,DC34,"Thulamela Local Municipality
",,Vhembe,NP342,,,
Komkhulu,Post Office,2001-10-29 00:00:00,Between Viedgesville and Mqanduli,Eastern Cape,73.0,,106.0,1.0,10.0,DC15,King Sabata Dalindyebo,,"O.R.Tambo
",EC157,,,
Kono,Settlement,2003-05-15 00:00:00,25 km S of Kuruman,Northern Cape,105.0,,143.0,6.0,8.0,DC45,Ga-Segonyana,,"John Taolo Gaetsewe
",NC452,,,
Kontant,Post Office,2001-08-14 00:00:00,8 km NW of Makapanstad,North West,73.0,,446.0,8.0,1.0,DC37,Moretele,,"Bojanala
",NW371,,,
Kroonpark,Post Office,2006-07-27 00:00:00,Lat: 27° 31' Long: 27° 14',Free State,73.0,,162.0,2.0,17.0,,Moqhaka,,"Fezile Dabi
",FS201,,,
Krwakrwa,Post Office,2000-09-22 00:00:00,16 km NE,Eastern Cape,73.0,,,1.0,10.0,DC12,"Raymond Mhlaba Local Municipality
",,Amathole,EC127,,,
KwaDlangezwa,Township,2009-09-18 00:00:00,,KwaZulu-Natal,,kwaDlangezwa,,,,,Umhlathuze,,King Cetswayo,,correction of spelling,,
KwaDukuza,Town,2006-03-03 00:00:00,Situated within the CBD,KwaZulu-Natal,111.0,,,,11.0,,KwaDukuza Local Municipality,,iLembe,,,,
KwaDumenkungwini,Settlement,2007-03-16 00:00:00,18 km NW of Pongola town,KwaZulu-Natal,105.0,,,4.0,11.0,DC26,UPhongolo,,Umgungundlovu,KZ262,,,
KwaGedleza,Post Office,2000-03-14 00:00:00,23 km E of Jozini,KwaZulu-Natal,73.0,,238.0,4.0,11.0,DC27,Jozini,,Umkhanyakude,KZ272,,,
KwaGingindlovu,Village,2009-09-18 00:00:00,,KwaZulu-Natal,,Gingindlovu,,,,,Umlalazi,,King Cetswayo,,correction of spelling,,
KwaGubevu,Post Office,2001-10-29 00:00:00,39 km from NE of King William’s Town,Eastern Cape,73.0,,63.0,1.0,10.0,Amathole,Amahlathi,,Amathole,EC124,,,
KwaLiba,Settlement,2007-03-16 00:00:00,38 km NW of Pongola town,KwaZulu-Natal,105.0,Kwaliba,,4.0,11.0,DC26,UPhongolo,,Zululand,KZ262,Kwaliba,,
KwaLubisi,Village,2006-06-30 00:00:00,"20 km NW of Pongola Town, 3030BA",KwaZulu-Natal,106.0,Kwalubisi,,4.0,10.0,DC21,"Umdoni Local Municipality
",,Ugu,KZ211,Kwalubisi,,
